GymID,Name,Auslastung,Datum,Zeit
13,Albert-Einstein-Str.,15.0,2023-03-16,21:12:18
13,Albert-Einstein-Str.,9.55,2023-03-16,21:39:00
13,Albert-Einstein-Str.,9.09,2023-03-17,08:11:45
