GymID,Name,Auslastung,Datum,Zeit
1,Bad Bergzabern,17.5,2023-03-16,21:12:19
1,Bad Bergzabern,13.33,2023-03-16,21:39:01
1,Bad Bergzabern,10.83,2023-03-17,08:11:44
